Cell_Name_Vevo,drug,concentration,plate,tau,direction,positions,n,omega
A549,Homoharringtonine,5.0,6,0.5,closed,b1|b2,2,12
A549,Homoharringtonine,5.0,14,0.5,closed,b1,1,24
A549,Idarubicin (hydrochloride),5.0,6,0.5,closed,b5,1,24
A549,Idarubicin (hydrochloride),5.0,14,0.5,closed,b5,1,24
A549,Idoxuridine,0.050000000745058,10,0.5,closed,b1,1,24
A549,Ipatasertib,5.0,3,0.5,closed,b1,1,24
A549,Irinotecan,0.5,2,0.5,closed,b2,1,24
A549,Irinotecan (hydrochloride),0.5,13,0.5,closed,b5,1,24
A549,Irinotecan (hydrochloride),5.0,13,0.5,closed,b1,1,24
A549,Ixazomib,5.0,3,0.5,closed,b1,1,24
A549,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
A549,Ixazomib citrate,5.0,12,0.5,closed,b1|b5,2,12
A549,Lonafarnib,5.0,3,0.5,closed,b1,1,24
A549,MK-8353,0.5,2,0.5,closed,b2,1,24
A549,Medroxyprogesterone acetate,5.0,6,0.5,closed,b5,1,24
A549,Megestrol,5.0,6,0.5,closed,b5,1,24
A549,Menadione,0.050000000745058,7,0.5,closed,b1,1,24
A549,Mitoxantrone (dihydrochloride),5.0,6,0.5,closed,b1,1,24
A549,NG25,0.5,2,0.5,closed,b1,1,24
A549,NG25,5.0,3,0.5,closed,b1,1,24
A549,NVP-BHG712,0.050000000745058,1,0.5,closed,b1,1,24
A549,NVP-BHG712,0.5,2,0.5,closed,b1,1,24
A549,NVP-BHG712,5.0,3,0.5,closed,b1,1,24
A549,Niclosamide (olamine),0.5,8,0.5,closed,b5,1,24
A549,Nimesulide,5.0,13,0.5,closed,b1,1,24
A549,Ouabain (Octahydrate),0.050000000745058,10,0.5,closed,b1|b2,2,12
A549,Ouabain (Octahydrate),0.5,11,0.5,closed,b1|b2,2,12
A549,Ouabain (Octahydrate),5.0,12,0.5,closed,b1,1,24
A549,PH-797804,0.5,2,0.5,closed,b1,1,24
A549,PH-797804,5.0,3,0.5,closed,b1|b2,2,12
A549,Panobinostat,0.5,11,0.5,closed,b1|b5,2,12
A549,Panobinostat,5.0,12,0.5,closed,b1,1,24
A549,Pentagastrin,5.0,6,0.5,closed,b2,1,24
A549,Peretinoin,0.5,8,0.5,closed,b5,1,24
A549,Pralsetinib,0.5,2,0.5,closed,b1,1,24
A549,Pralsetinib,5.0,3,0.5,closed,b1,1,24
A549,Resveratrol,0.5,5,0.5,closed,b1,1,24
A549,Resveratrol,5.0,6,0.5,closed,b1,1,24
A549,Riluzole hydrochloride,0.5,5,0.5,closed,b1,1,24
A549,Rutin (trihydrate),0.050000000745058,7,0.5,closed,b2,1,24
A549,Sapanisertib,0.5,2,0.5,closed,b5,1,24
A549,Selinexor ,5.0,6,0.5,closed,b1|b5,2,12
A549,Silodosin,0.5,8,0.5,closed,b5,1,24
A549,Sulfisoxazole,5.0,6,0.5,closed,b1,1,24
A549,TAK-901,0.5,2,0.5,closed,b1,1,24
A549,TAK-901,5.0,3,0.5,closed,b1|b2,2,12
A549,Temuterkib,0.5,2,0.5,closed,b1,1,24
A549,Tirabrutinib (hydrochloride),5.0,12,0.5,closed,b5,1,24
A549,Tofacitinib,0.5,5,0.5,closed,b1|b5,2,12
A549,Tofacitinib,5.0,6,0.5,closed,b1|b5,2,12
A549,Tofacitinib (citrate),0.5,5,0.5,closed,b1,1,24
A549,Tofacitinib (citrate),5.0,6,0.5,closed,b1|b5,2,12
A549,Tolcapone,5.0,6,0.5,closed,b1,1,24
A549,Triamcinolone,5.0,6,0.5,closed,b2,1,24
A549,Trimetrexate,5.0,6,0.5,closed,b5,1,24
A549,Tubulin inhibitor 6,0.5,2,0.5,closed,b1,1,24
A549,Vinblastine (sulfate),5.0,6,0.5,closed,b5,1,24
A549,c-Kit-IN-1,0.5,2,0.5,closed,b2,1,24
A549,c-Kit-IN-1,5.0,3,0.5,closed,b1,1,24
A549,vincristine,0.5,2,0.5,closed,b1,1,24
AsPC-1,Acetohexamide,5.0,6,0.5,closed,b1,1,24
AsPC-1,Allantoin,5.0,6,0.5,closed,b1,1,24
AsPC-1,Allantoin,5.0,14,0.5,closed,b1,1,24
AsPC-1,Atazanavir (sulfate),5.0,12,0.5,closed,b1,1,24
AsPC-1,Auranofin,5.0,12,0.5,closed,b1|b5,2,12
AsPC-1,Belinostat,0.5,11,0.5,closed,b1,1,24
AsPC-1,Belinostat,5.0,12,0.5,closed,b1,1,24
AsPC-1,Bergenin,5.0,6,0.5,closed,b1,1,24
AsPC-1,Bexarotene,5.0,12,0.5,closed,b2,1,24
AsPC-1,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
AsPC-1,Bortezomib,0.5,2,0.5,closed,b1|b5,2,12
AsPC-1,Budesonide,0.050000000745058,10,0.5,closed,b5,1,24
AsPC-1,Chlorhexidine (diacetate),5.0,6,0.5,closed,b1,1,24
AsPC-1,Darinaparsin,5.0,6,0.5,closed,b5,1,24
AsPC-1,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b5,1,24
AsPC-1,Fluvoxamine (maleate),0.5,5,0.5,closed,b5,1,24
AsPC-1,Glycyrrhizic acid,0.050000000745058,7,0.5,closed,b1,1,24
AsPC-1,Homoharringtonine,0.5,5,0.5,closed,b2,1,24
AsPC-1,Homoharringtonine,5.0,6,0.5,closed,b2,1,24
AsPC-1,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
AsPC-1,Ixazomib citrate,5.0,12,0.5,closed,b1|b2|b5,3,6
AsPC-1,Lipoic acid,5.0,6,0.5,closed,b1,1,24
AsPC-1,Medroxyprogesterone acetate,5.0,6,0.5,closed,b1,1,24
AsPC-1,Neratinib,0.5,11,0.5,closed,b1,1,24
AsPC-1,Neratinib (maleate),5.0,6,0.5,closed,b1,1,24
AsPC-1,Neratinib (maleate),5.0,14,0.5,closed,b1,1,24
AsPC-1,Ouabain (Octahydrate),0.5,11,0.5,closed,b1,1,24
AsPC-1,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
AsPC-1,Panobinostat,0.5,11,0.5,closed,b1|b5,2,12
AsPC-1,Panobinostat,5.0,12,0.5,closed,b1|b5,2,12
AsPC-1,Pasireotide (acetate),5.0,6,0.5,closed,b1,1,24
AsPC-1,Pentoxifylline,0.050000000745058,10,0.5,closed,b1,1,24
AsPC-1,Retinoic acid,5.0,6,0.5,closed,b5,1,24
AsPC-1,Ritonavir,5.0,6,0.5,closed,b1,1,24
AsPC-1,Sunitinib,0.5,11,0.5,closed,b1,1,24
AsPC-1,TAK-901,0.050000000745058,1,0.5,closed,b2,1,24
AsPC-1,TAK-901,5.0,3,0.5,closed,b2,1,24
AsPC-1,Temsirolimus,5.0,6,0.5,closed,b1,1,24
AsPC-1,Tofacitinib,0.5,5,0.5,closed,b1|b5,2,12
AsPC-1,Tofacitinib,5.0,6,0.5,closed,b1|b5,2,12
AsPC-1,Tofacitinib (citrate),0.5,5,0.5,closed,b1,1,24
AsPC-1,Tofacitinib (citrate),5.0,6,0.5,closed,b1|b5,2,12
AsPC-1,Triamcinolone,0.5,5,0.5,closed,b5,1,24
AsPC-1,Trifluridine,5.0,6,0.5,closed,b1,1,24
AsPC-1,Vinblastine (sulfate),5.0,6,0.5,closed,b1|b5,2,12
AsPC-1,c-Kit-IN-1,0.050000000745058,13,0.5,closed,b5,1,24
CFPAC-1,5-Azacytidine,0.050000000745058,10,0.5,closed,b1,1,24
CFPAC-1,5-Azacytidine,0.5,11,0.5,closed,b1,1,24
CFPAC-1,Auranofin,0.5,11,0.5,closed,b1,1,24
CFPAC-1,Auranofin,5.0,12,0.5,closed,b1|b2|b5,3,6
CFPAC-1,Bisoprolol (hemifumarate),5.0,9,0.5,closed,b1,1,24
CFPAC-1,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
CFPAC-1,Bortezomib,0.5,2,0.5,closed,b1|b5,2,12
CFPAC-1,Bortezomib,5.0,3,0.5,closed,b1,1,24
CFPAC-1,Bosentan (hydrate),0.050000000745058,7,0.5,closed,b1,1,24
CFPAC-1,CP21R7,0.5,2,0.5,closed,b1,1,24
CFPAC-1,Dabrafenib,5.0,3,0.5,closed,b2,1,24
CFPAC-1,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",0.050000000745058,7,0.5,closed,b1,1,24
CFPAC-1,Daptomycin,5.0,13,0.5,closed,b1|b2|b5,3,6
CFPAC-1,Digitoxin,0.5,11,0.5,closed,b1,1,24
CFPAC-1,Dinaciclib,0.050000000745058,7,0.5,closed,b1,1,24
CFPAC-1,Dinaciclib,0.5,8,0.5,closed,b1|b5,2,12
CFPAC-1,Dinaciclib,5.0,9,0.5,closed,b1,1,24
CFPAC-1,Docetaxel (Trihydrate),5.0,9,0.5,closed,b1,1,24
CFPAC-1,Drospirenone,0.5,11,0.5,closed,b5,1,24
CFPAC-1,EX229,5.0,3,0.5,closed,b1,1,24
CFPAC-1,Fedratinib (hydrochloride hydrate),0.5,11,0.5,closed,b1,1,24
CFPAC-1,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b1|b5,2,12
CFPAC-1,Filgotinib,5.0,12,0.5,closed,b5,1,24
CFPAC-1,Futibatinib,0.5,2,0.5,closed,b1,1,24
CFPAC-1,Idarubicin (hydrochloride),5.0,6,0.5,closed,b5,1,24
CFPAC-1,Imiquimod (hydrochloride),5.0,12,0.5,closed,b1,1,24
CFPAC-1,Ivermectin,0.5,11,0.5,closed,b1,1,24
CFPAC-1,Ivermectin,5.0,12,0.5,closed,b1,1,24
CFPAC-1,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
CFPAC-1,Ixazomib citrate,5.0,12,0.5,closed,b1|b5,2,12
CFPAC-1,Mifepristone,5.0,9,0.5,closed,b1,1,24
CFPAC-1,Mitoxantrone (dihydrochloride),5.0,6,0.5,closed,b1,1,24
CFPAC-1,Monocrotaline,0.050000000745058,7,0.5,closed,b1,1,24
CFPAC-1,NG25,5.0,3,0.5,closed,b1,1,24
CFPAC-1,NVP-BHG712,0.050000000745058,1,0.5,closed,b2,1,24
CFPAC-1,Neratinib,0.050000000745058,10,0.5,closed,b1,1,24
CFPAC-1,Oleic acid,0.050000000745058,1,0.5,closed,b2,1,24
CFPAC-1,Omeprazole,0.5,11,0.5,closed,b1,1,24
CFPAC-1,Ouabain (Octahydrate),0.5,11,0.5,closed,b5,1,24
CFPAC-1,PH-797804,5.0,3,0.5,closed,b2,1,24
CFPAC-1,Panobinostat,0.5,11,0.5,closed,b1|b2|b5,3,6
CFPAC-1,Panobinostat,5.0,12,0.5,closed,b2|b5,2,12
CFPAC-1,Peretinoin,5.0,9,0.5,closed,b1|b2,2,12
CFPAC-1,Pexidartinib (hydrochloride),0.050000000745058,7,0.5,closed,b1,1,24
CFPAC-1,Pitavastatin (Calcium),5.0,9,0.5,closed,b1,1,24
CFPAC-1,Plicamycin,0.050000000745058,13,0.5,closed,b5,1,24
CFPAC-1,Pravastatin (sodium),0.050000000745058,13,0.5,closed,b1,1,24
CFPAC-1,Raltitrexed,0.5,5,0.5,closed,b5,1,24
CFPAC-1,Rosiglitazone,5.0,9,0.5,closed,b1,1,24
CFPAC-1,Rutin (trihydrate),5.0,9,0.5,closed,b2,1,24
CFPAC-1,Selinexor ,5.0,6,0.5,closed,b1,1,24
CFPAC-1,Sulfisoxazole,0.5,13,0.5,closed,b5,1,24
CFPAC-1,Sunitinib,5.0,12,0.5,closed,b1,1,24
CFPAC-1,TAK-901,5.0,3,0.5,closed,b2,1,24
CFPAC-1,Temuterkib,0.050000000745058,1,0.5,closed,b2,1,24
CFPAC-1,Thymopentin,5.0,9,0.5,closed,b2,1,24
CFPAC-1,Tirabrutinib,5.0,9,0.5,closed,b2,1,24
CFPAC-1,Tofacitinib,0.5,5,0.5,closed,b1|b5,2,12
CFPAC-1,Tofacitinib,5.0,6,0.5,closed,b1|b5,2,12
CFPAC-1,Tofacitinib (citrate),0.5,5,0.5,closed,b5,1,24
CFPAC-1,Tofacitinib (citrate),5.0,6,0.5,closed,b1|b5,2,12
CFPAC-1,Topotecan (hydrochloride),5.0,9,0.5,closed,b1,1,24
CFPAC-1,Tubulin inhibitor 6,5.0,3,0.5,closed,b1,1,24
CFPAC-1,Vinblastine (sulfate),0.5,5,0.5,closed,b5,1,24
CFPAC-1,Vinblastine (sulfate),5.0,6,0.5,closed,b2,1,24
CFPAC-1,c-Kit-IN-1,0.050000000745058,13,0.5,closed,b1|b2,2,12
CFPAC-1,crizotinib,5.0,9,0.5,closed,b2,1,24
COLO 205,Asciminib,0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Auranofin,0.5,11,0.5,closed,b1,1,24
COLO 205,Auranofin,5.0,12,0.5,closed,b1|b5,2,12
COLO 205,Azithromycin (hydrate),0.050000000745058,4,0.5,closed,b5,1,24
COLO 205,BI-78D3,0.5,2,0.5,closed,b1,1,24
COLO 205,Belinostat,0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Belinostat,0.5,11,0.5,closed,b1,1,24
COLO 205,Belinostat,5.0,12,0.5,closed,b1|b5,2,12
COLO 205,Belzutifan,0.5,2,0.5,closed,b1,1,24
COLO 205,Bimiralisib,0.050000000745058,1,0.5,closed,b2,1,24
COLO 205,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
COLO 205,Bortezomib,0.5,2,0.5,closed,b1|b2|b5,3,6
COLO 205,Bortezomib,5.0,3,0.5,closed,b1|b2,2,12
COLO 205,Crizotinib (hydrochloride),0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Dapagliflozin,0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Dihydroartemisinin,5.0,12,0.5,closed,b5,1,24
COLO 205,EX229,0.050000000745058,1,0.5,closed,b1,1,24
COLO 205,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b5,1,24
COLO 205,Fingolimod (hydrochloride),0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Harringtonine,5.0,9,0.5,closed,b1,1,24
COLO 205,Homoharringtonine,0.5,5,0.5,closed,b1|b2,2,12
COLO 205,Hydroxyurea,5.0,9,0.5,closed,b2,1,24
COLO 205,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
COLO 205,Ixazomib citrate,5.0,12,0.5,closed,b1|b2|b5,3,6
COLO 205,LY2090314,0.050000000745058,1,0.5,closed,b2,1,24
COLO 205,Lonafarnib,0.5,2,0.5,closed,b5,1,24
COLO 205,Megestrol,0.5,5,0.5,closed,b2,1,24
COLO 205,NVP-BHG712,0.050000000745058,1,0.5,closed,b2,1,24
COLO 205,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
COLO 205,Panobinostat,0.5,11,0.5,closed,b1,1,24
COLO 205,Panobinostat,5.0,12,0.5,closed,b1|b2|b5,3,6
COLO 205,Regorafenib,0.5,2,0.5,closed,b5,1,24
COLO 205,Sapanisertib,0.5,2,0.5,closed,b1,1,24
COLO 205,Saquinavir,5.0,6,0.5,closed,b1,1,24
COLO 205,Sodium Salicylate,0.050000000745058,4,0.5,closed,b2,1,24
COLO 205,Sunitinib,5.0,12,0.5,closed,b1,1,24
COLO 205,TAK-901,5.0,3,0.5,closed,b2,1,24
COLO 205,Temsirolimus,0.5,5,0.5,closed,b5,1,24
COLO 205,Topotecan (hydrochloride),5.0,9,0.5,closed,b1,1,24
COLO 205,Torkinib,0.050000000745058,1,0.5,closed,b1,1,24
COLO 205,Trimetrexate,0.050000000745058,4,0.5,closed,b1,1,24
COLO 205,Valdecoxib,0.050000000745058,10,0.5,closed,b1,1,24
COLO 205,c-Kit-IN-1,0.5,2,0.5,closed,b2,1,24
HCT15,Belinostat,5.0,12,0.5,closed,b2,1,24
HCT15,Bendamustine,0.050000000745058,7,0.5,closed,b1,1,24
HCT15,Ixazomib citrate,0.5,11,0.5,closed,b1,1,24
HCT15,Ixazomib citrate,5.0,12,0.5,closed,b1|b5,2,12
HS-578T,AZD2858,5.0,3,0.5,closed,b1,1,24
HS-578T,Artemether,0.5,11,0.5,closed,b1,1,24
HS-578T,Atazanavir (sulfate),0.5,11,0.5,closed,b1,1,24
HS-578T,Auranofin,5.0,12,0.5,closed,b1,1,24
HS-578T,Belinostat,0.5,11,0.5,closed,b2,1,24
HS-578T,Belinostat,5.0,12,0.5,closed,b1,1,24
HS-578T,Bortezomib,0.050000000745058,1,0.5,closed,b1|b5,2,12
HS-578T,Canagliflozin,0.050000000745058,7,0.5,closed,b5,1,24
HS-578T,Daptomycin,5.0,13,0.5,closed,b5,1,24
HS-578T,Diammonium Glycyrrhizinate,0.050000000745058,4,0.5,closed,b1,1,24
HS-578T,Dinaciclib,0.5,8,0.5,closed,b1,1,24
HS-578T,Encorafenib,0.050000000745058,1,0.5,closed,b1,1,24
HS-578T,Filgotinib,0.5,11,0.5,closed,b5,1,24
HS-578T,Filgotinib,5.0,12,0.5,closed,b5,1,24
HS-578T,Flutamide,0.5,11,0.5,closed,b1,1,24
HS-578T,Harringtonine,5.0,9,0.5,closed,b2,1,24
HS-578T,Imiquimod (hydrochloride),0.5,11,0.5,closed,b1,1,24
HS-578T,Ixazomib citrate,0.050000000745058,10,0.5,closed,b1,1,24
HS-578T,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
HS-578T,Mitoxantrone (dihydrochloride),5.0,6,0.5,closed,b5,1,24
HS-578T,NG25,5.0,3,0.5,closed,b1,1,24
HS-578T,Nevirapine,5.0,9,0.5,closed,b2,1,24
HS-578T,OTS514,5.0,3,0.5,closed,b5,1,24
HS-578T,PH-797804,5.0,3,0.5,closed,b2,1,24
HS-578T,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
HS-578T,Panobinostat,0.5,11,0.5,closed,b1|b2,2,12
HS-578T,Panobinostat,5.0,12,0.5,closed,b1|b2,2,12
HS-578T,Pimozide,0.050000000745058,10,0.5,closed,b1,1,24
HS-578T,Retinoic acid,0.050000000745058,4,0.5,closed,b1,1,24
HS-578T,Ritonavir,0.5,5,0.5,closed,b1,1,24
HS-578T,Salicylic acid,0.050000000745058,4,0.5,closed,b1,1,24
HS-578T,Sildenafil,5.0,9,0.5,closed,b2,1,24
HS-578T,Sivelestat (sodium tetrahydrate),5.0,9,0.5,closed,b2,1,24
HS-578T,TAK-901,5.0,3,0.5,closed,b2,1,24
HS-578T,Talc,0.5,11,0.5,closed,b1,1,24
HS-578T,Tazarotene,0.5,11,0.5,closed,b1,1,24
HS-578T,Tetracycline (hydrochloride),0.050000000745058,7,0.5,closed,b1,1,24
HS-578T,Thymol,0.050000000745058,4,0.5,closed,b1,1,24
HS-578T,Topotecan (hydrochloride),5.0,9,0.5,closed,b1,1,24
HS-578T,Tranilast,5.0,9,0.5,closed,b2,1,24
HS-578T,Valdecoxib,0.5,11,0.5,closed,b1,1,24
HS-578T,Vilanterol,0.050000000745058,4,0.5,closed,b1,1,24
HS-578T,Vinblastine (sulfate),5.0,6,0.5,closed,b5,1,24
HT-29,Auranofin,5.0,12,0.5,closed,b1|b2,2,12
HT-29,Belinostat,5.0,12,0.5,closed,b2,1,24
HT-29,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
HT-29,Bortezomib,0.5,2,0.5,closed,b2,1,24
HT-29,Bortezomib,5.0,3,0.5,closed,b2,1,24
HT-29,Brivudine,0.050000000745058,1,0.5,closed,b2,1,24
HT-29,Brivudine,5.0,3,0.5,closed,b2,1,24
HT-29,EX229,0.050000000745058,1,0.5,closed,b2,1,24
HT-29,EX229,0.5,2,0.5,closed,b1,1,24
HT-29,EX229,5.0,3,0.5,closed,b2,1,24
HT-29,Homoharringtonine,0.5,5,0.5,closed,b1|b2,2,12
HT-29,Homoharringtonine,5.0,6,0.5,closed,b1|b2|b5,3,6
HT-29,Homoharringtonine,5.0,14,0.5,closed,b2,1,24
HT-29,IQ 1,0.050000000745058,1,0.5,closed,b2,1,24
HT-29,Idarubicin (hydrochloride),5.0,6,0.5,closed,b2,1,24
HT-29,Idarubicin (hydrochloride),5.0,14,0.5,closed,b2,1,24
HT-29,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
HT-29,Ixazomib citrate,5.0,12,0.5,closed,b2|b5,2,12
HT-29,Lumateperone (tosylate),0.050000000745058,4,0.5,closed,b2,1,24
HT-29,Niclosamide (olamine),5.0,9,0.5,closed,b2,1,24
HT-29,Ouabain (Octahydrate),5.0,12,0.5,closed,b2,1,24
HT-29,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
HT-29,Panobinostat,5.0,12,0.5,closed,b2,1,24
HT-29,Ponatinib,0.050000000745058,10,0.5,closed,b2,1,24
HT-29,Selinexor ,5.0,6,0.5,closed,b2,1,24
HT-29,Sodium Salicylate,0.050000000745058,4,0.5,closed,b2,1,24
HT-29,TAK-733,0.050000000745058,1,0.5,closed,b2,1,24
HT-29,TAK-901,5.0,3,0.5,closed,b2,1,24
HT-29,Tofacitinib,0.5,5,0.5,closed,b2,1,24
HT-29,Tofacitinib,5.0,6,0.5,closed,b2,1,24
HT-29,Tofacitinib (citrate),0.050000000745058,4,0.5,closed,b2,1,24
HT-29,Tofacitinib (citrate),0.5,5,0.5,closed,b5,1,24
HT-29,Trimetrexate,0.050000000745058,4,0.5,closed,b2,1,24
HT-29,Trimetrexate,5.0,14,0.5,closed,b2,1,24
HT-29,ULK-101,0.5,2,0.5,closed,b1,1,24
HT-29,c-Kit-IN-1,0.5,2,0.5,closed,b2,1,24
Hs 766T,Belumosudil,0.5,8,0.5,closed,b1,1,24
Hs 766T,Bortezomib,0.5,2,0.5,closed,b5,1,24
Hs 766T,Dimethyl fumarate,0.5,8,0.5,closed,b5,1,24
Hs 766T,Erlotinib,5.0,9,0.5,closed,b2,1,24
Hs 766T,Gallic acid,5.0,6,0.5,closed,b1,1,24
Hs 766T,Mozavaptan,0.050000000745058,7,0.5,closed,b1,1,24
Hs 766T,Nevirapine,0.5,8,0.5,closed,b5,1,24
Hs 766T,Sapanisertib,0.5,2,0.5,closed,b1,1,24
Hs 766T,TAK-901,0.5,2,0.5,closed,b5,1,24
Hs 766T,TAK-901,5.0,3,0.5,closed,b2,1,24
Hs 766T,Tofacitinib (citrate),5.0,6,0.5,closed,b5,1,24
Hs 766T,Torkinib,0.5,2,0.5,closed,b5,1,24
Hs 766T,Verteporfin,0.5,8,0.5,closed,b1,1,24
LoVo,5-Azacytidine,0.5,11,0.5,closed,b1,1,24
LoVo,Abemaciclib,0.5,2,0.5,closed,b5,1,24
LoVo,Asciminib,0.050000000745058,10,0.5,closed,b2,1,24
LoVo,Auranofin,0.5,11,0.5,closed,b1,1,24
LoVo,Auranofin,5.0,12,0.5,closed,b1|b2|b5,3,6
LoVo,BI-78D3,0.050000000745058,1,0.5,closed,b2,1,24
LoVo,Balsalazide (sodium hydrate),5.0,6,0.5,closed,b2,1,24
LoVo,Belinostat,5.0,12,0.5,closed,b1|b2|b5,3,6
LoVo,Belumosudil,0.050000000745058,13,0.5,closed,b5,1,24
LoVo,Belumosudil,0.5,8,0.5,closed,b1,1,24
LoVo,Belzutifan,0.5,2,0.5,closed,b1,1,24
LoVo,Berberine (chloride hydrate),0.050000000745058,4,0.5,closed,b1,1,24
LoVo,Bortezomib,0.050000000745058,1,0.5,closed,b1|b2|b5,3,6
LoVo,Bortezomib,0.5,2,0.5,closed,b1|b2|b5,3,6
LoVo,Bortezomib,5.0,3,0.5,closed,b5,1,24
LoVo,Brivudine,5.0,3,0.5,closed,b2,1,24
LoVo,CP21R7,0.5,2,0.5,closed,b1,1,24
LoVo,Capivasertib,0.5,2,0.5,closed,b5,1,24
LoVo,Carbamazepine,0.5,11,0.5,closed,b1,1,24
LoVo,Citalopram (hydrobromide),0.5,11,0.5,closed,b5,1,24
LoVo,Crizotinib (hydrochloride),5.0,12,0.5,closed,b1,1,24
LoVo,Cytarabine,0.050000000745058,13,0.5,closed,b5,1,24
LoVo,Dabrafenib,5.0,3,0.5,closed,b1,1,24
LoVo,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",0.050000000745058,7,0.5,closed,b1,1,24
LoVo,Digitoxin,0.050000000745058,10,0.5,closed,b1,1,24
LoVo,Digitoxin,0.5,11,0.5,closed,b1|b2|b5,3,6
LoVo,Digitoxin,5.0,12,0.5,closed,b1,1,24
LoVo,ERK5-IN-2,0.5,2,0.5,closed,b1,1,24
LoVo,ETC-206,0.5,2,0.5,closed,b1,1,24
LoVo,Entrectinib,5.0,12,0.5,closed,b1,1,24
LoVo,Erdafitinib ,0.050000000745058,1,0.5,closed,b1,1,24
LoVo,Erlotinib,5.0,9,0.5,closed,b2,1,24
LoVo,Fedratinib (hydrochloride hydrate),5.0,12,0.5,closed,b1|b5,2,12
LoVo,Filgotinib,0.5,11,0.5,closed,b1,1,24
LoVo,Filgotinib,5.0,12,0.5,closed,b1|b5,2,12
LoVo,Flumatinib (mesylate),0.050000000745058,13,0.5,closed,b5,1,24
LoVo,Flutamide,0.050000000745058,10,0.5,closed,b2,1,24
LoVo,Flutamide,5.0,12,0.5,closed,b1,1,24
LoVo,Gallic acid (hydrate),0.050000000745058,4,0.5,closed,b1,1,24
LoVo,Glasdegib,5.0,13,0.5,closed,b5,1,24
LoVo,Homoharringtonine,5.0,14,0.5,closed,b5,1,24
LoVo,Hydroxyfasudil,5.0,3,0.5,closed,b1,1,24
LoVo,Idarubicin (hydrochloride),5.0,6,0.5,closed,b5,1,24
LoVo,Imiquimod (hydrochloride),5.0,12,0.5,closed,b1,1,24
LoVo,Infigratinib,5.0,3,0.5,closed,b1,1,24
LoVo,Ipatasertib,5.0,3,0.5,closed,b1,1,24
LoVo,Irinotecan (hydrochloride),0.5,13,0.5,closed,b1,1,24
LoVo,Irinotecan (hydrochloride),5.0,13,0.5,closed,b1,1,24
LoVo,Ixazomib,5.0,3,0.5,closed,b1|b5,2,12
LoVo,Ixazomib citrate,0.5,11,0.5,closed,b1|b2|b5,3,6
LoVo,Ixazomib citrate,5.0,12,0.5,closed,b1|b2|b5,3,6
LoVo,LJI308,0.5,2,0.5,closed,b1,1,24
LoVo,Lopinavir,5.0,12,0.5,closed,b1,1,24
LoVo,Monocrotaline,0.050000000745058,7,0.5,closed,b1,1,24
LoVo,NG25,5.0,3,0.5,closed,b1,1,24
LoVo,NVP-BHG712,0.5,2,0.5,closed,b1,1,24
LoVo,NVP-BHG712,5.0,3,0.5,closed,b1,1,24
LoVo,Neratinib,5.0,12,0.5,closed,b1,1,24
LoVo,Neratinib (maleate),5.0,6,0.5,closed,b2,1,24
LoVo,Niclosamide (olamine),5.0,9,0.5,closed,b1,1,24
LoVo,OTS514,0.5,2,0.5,closed,b1,1,24
LoVo,Ouabain (Octahydrate),0.5,11,0.5,closed,b1|b2|b5,3,6
LoVo,Ouabain (Octahydrate),5.0,12,0.5,closed,b1|b2|b5,3,6
LoVo,PH-797804,0.5,2,0.5,closed,b1,1,24
LoVo,PH-797804,5.0,3,0.5,closed,b2,1,24
LoVo,Panobinostat,0.050000000745058,10,0.5,closed,b2,1,24
LoVo,Panobinostat,0.5,11,0.5,closed,b1|b2|b5,3,6
LoVo,Panobinostat,5.0,12,0.5,closed,b1|b2|b5,3,6
LoVo,Pentagastrin,0.050000000745058,4,0.5,closed,b1,1,24
LoVo,Ponatinib,0.5,11,0.5,closed,b1,1,24
LoVo,Ponatinib,5.0,12,0.5,closed,b1,1,24
LoVo,Pyridoxine,0.5,5,0.5,closed,b1,1,24
LoVo,Ralimetinib dimesylate,0.5,2,0.5,closed,b1,1,24
LoVo,Sapanisertib,0.5,2,0.5,closed,b1,1,24
